Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
0,1811.0,1811.0,1811.0,1811.0,1.0,True,False,True,False,True,False,True,False,False,False,True
0,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,True,False,True,False,False
0,3158.0,3158.0,3158.0,3158.0,1.0,False,True,True,False,True,False,True,False,True,False,False
0,2600.0,2600.0,2600.0,2600.0,1.0,True,False,True,False,True,False,False,True,False,True,False
0,3704.0,3704.0,3704.0,3704.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,4124.0,4124.0,4124.0,4124.0,1.0,True,False,True,False,True,False,True,False,False,True,False
0,9508.0,9508.0,9508.0,9508.0,1.0,False,True,True,False,True,False,True,False,True,False,False
0,3075.0,3075.0,3075.0,3075.0,1.0,False,True,False,True,True,False,True,False,True,False,False
2,4400.0,4400.0,4400.0,4400.0,0.0,False,True,False,True,True,False,True,False,False,True,False
2,3153.0,3153.0,3153.0,3153.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0.0,5417.0,5417.0,5417.0,5417.0,0.0,True,False,True,False,True,False,True,False,False,False,True
0,2383.0,2383.0,2383.0,2383.0,1.0,False,True,False,True,True,False,True,False,False,True,False
3,4416.0,4416.0,4416.0,4416.0,1.0,False,True,False,True,True,False,False,False,False,False,True
1,6875.0,6875.0,6875.0,6875.0,1.0,False,True,False,True,True,False,True,False,False,True,False
1,4666.0,4666.0,4666.0,4666.0,1.0,True,False,False,True,True,False,True,False,False,False,True
0,5000.0,5000.0,5000.0,5000.0,1.0,True,False,True,False,True,False,True,False,True,False,False
1,2014.0,2014.0,2014.0,2014.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,1800.0,1800.0,1800.0,1800.0,0.0,False,True,False,True,False,True,True,False,False,False,True
0.0,2875.0,2875.0,2875.0,2875.0,1.0,False,True,False,True,False,True,True,False,False,True,False
0,5000.0,5000.0,5000.0,5000.0,1.0,True,False,True,False,True,False,True,False,True,False,False
1,1625.0,1625.0,1625.0,1625.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,4000.0,4000.0,4000.0,4000.0,1.0,False,True,True,False,True,False,True,False,True,False,False
0,2000.0,2000.0,2000.0,2000.0,1.0,False,True,True,False,False,True,True,False,False,False,True
0,3762.0,3762.0,3762.0,3762.0,1.0,True,False,True,False,True,False,True,False,True,False,False
0,2400.0,2400.0,2400.0,2400.0,0.0,True,False,True,False,True,False,True,False,False,False,True
0,10161.5,10161.5,10161.5,10161.5,1.0,False,True,True,False,True,False,True,False,True,False,False
2,7667.0,7667.0,7667.0,7667.0,5403.459283387622,False,True,False,True,False,True,True,False,True,False,False
0,2917.0,2917.0,2917.0,2917.0,1.0,True,False,True,False,True,False,True,False,False,True,False
0,2927.0,2927.0,2927.0,2927.0,1.0,False,True,True,False,False,True,True,False,False,True,False
0,2507.0,2507.0,2507.0,2507.0,1.0,True,False,True,False,True,False,True,False,True,False,False
2,5746.0,5746.0,5746.0,5746.0,5403.459283387622,False,True,False,True,True,False,False,True,True,False,False
0,2473.0,2473.0,2473.0,2473.0,1.0,False,False,False,True,True,False,True,False,True,False,False
1,3399.0,3399.0,3399.0,3399.0,1.0,False,True,False,True,False,True,True,False,False,False,True
2,3717.0,3717.0,3717.0,3717.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,2058.0,2058.0,2058.0,2058.0,5403.459283387622,False,True,False,True,True,False,True,False,False,False,True
1,3541.0,3541.0,3541.0,3541.0,5403.459283387622,True,False,True,False,True,False,True,False,False,True,False
1,10000.0,10000.0,10000.0,10000.0,1.0,False,True,False,True,True,False,False,True,True,False,False
0,2400.0,2400.0,2400.0,2400.0,1.0,False,True,False,True,True,False,True,False,False,True,False
3,4342.0,4342.0,4342.0,4342.0,1.0,False,True,False,True,True,False,True,False,False,True,False
2,3601.0,3601.0,3601.0,3601.0,1.0,False,True,False,True,False,True,True,False,True,False,False
0,3166.0,3166.0,3166.0,3166.0,5403.459283387622,True,False,True,False,True,False,True,False,True,False,False
3,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,True,False,True,False,False
1,8666.0,8666.0,8666.0,8666.0,0.0,False,True,False,True,True,False,False,True,True,False,False
0,4917.0,4917.0,4917.0,4917.0,0.0,False,True,True,False,True,False,True,False,True,False,False
0,5818.0,5818.0,5818.0,5818.0,1.0,False,True,False,True,True,False,False,True,False,True,False
0,4333.0,4333.0,4333.0,4333.0,1.0,True,False,False,True,True,False,True,False,False,False,True
0,2500.0,2500.0,2500.0,2500.0,1.0,True,False,True,False,True,False,True,False,False,False,True
1,4384.0,4384.0,4384.0,4384.0,1.0,False,True,True,False,True,False,True,False,False,False,True
0,2935.0,2935.0,2935.0,2935.0,1.0,False,True,True,False,True,False,True,False,False,True,False
0.0,2833.0,2833.0,2833.0,2833.0,1.0,False,True,True,False,True,False,True,False,False,False,True
0,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,False,False,False,False,True
1,9833.0,9833.0,9833.0,9833.0,1.0,False,False,False,True,True,False,False,True,False,False,True
0.0,5503.0,5503.0,5503.0,5503.0,1.0,False,True,False,True,True,False,False,True,False,True,False
1,5250.0,5250.0,5250.0,5250.0,1.0,False,True,False,True,True,False,False,False,True,False,False
2,2500.0,2500.0,2500.0,2500.0,1.0,False,True,False,True,True,False,False,True,True,False,False
3,1830.0,1830.0,1830.0,1830.0,0.0,True,False,True,False,False,True,True,False,False,False,True
0,4160.0,4160.0,4160.0,4160.0,1.0,True,False,True,False,True,False,True,False,False,True,False
3,2647.0,2647.0,2647.0,2647.0,1.0,False,True,False,True,False,True,True,False,True,False,False
0,2378.0,2378.0,2378.0,2378.0,1.0,True,False,True,False,True,False,True,False,True,False,False
1,4554.0,4554.0,4554.0,4554.0,1.0,False,True,False,True,False,True,True,False,False,False,True
3,3173.0,3173.0,3173.0,3173.0,1.0,False,True,False,True,False,True,True,False,False,True,False
2,2583.0,2583.0,2583.0,2583.0,1.0,False,True,False,True,True,False,False,False,True,False,False
0,2499.0,2499.0,2499.0,2499.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0.0,3523.0,3523.0,3523.0,3523.0,0.0,False,True,False,True,False,True,True,False,True,False,False
2,3083.0,3083.0,3083.0,3083.0,1.0,False,True,False,True,False,True,True,False,False,False,True
0,6333.0,6333.0,6333.0,6333.0,5403.459283387622,False,True,False,True,True,False,True,False,False,True,False
0,2625.0,2625.0,2625.0,2625.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,9083.0,9083.0,9083.0,9083.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,8750.0,8750.0,8750.0,8750.0,1.0,False,True,True,False,True,False,True,False,True,False,False
3,2666.0,2666.0,2666.0,2666.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,5500.0,5500.0,5500.0,5500.0,0.0,True,False,False,True,True,False,False,True,True,False,False
0,2423.0,2423.0,2423.0,2423.0,1.0,True,False,False,True,True,False,True,False,False,True,False
0.0,3813.0,3813.0,3813.0,3813.0,1.0,True,False,True,False,True,False,True,False,False,False,True
2,8333.0,8333.0,8333.0,8333.0,1.0,False,True,False,True,True,False,True,False,True,False,False
1,3875.0,3875.0,3875.0,3875.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,3000.0,3000.0,3000.0,3000.0,0.0,False,True,False,True,False,True,True,False,False,False,True
3,5167.0,5167.0,5167.0,5167.0,1.0,False,True,False,True,True,False,True,False,False,True,False
1,4723.0,4723.0,4723.0,4723.0,1.0,True,False,True,False,True,False,True,False,False,True,False
2,5000.0,5000.0,5000.0,5000.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,4750.0,4750.0,4750.0,4750.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,3013.0,3013.0,3013.0,3013.0,5403.459283387622,False,True,False,True,True,False,True,False,False,False,True
0,6822.0,6822.0,6822.0,6822.0,1.0,False,True,True,False,True,False,False,True,True,False,False
0,6216.0,6216.0,6216.0,6216.0,1.0,False,True,True,False,False,True,True,False,True,False,False
0,2500.0,2500.0,2500.0,2500.0,1.0,False,True,True,False,True,False,True,False,False,True,False
0,5124.0,5124.0,5124.0,5124.0,0.0,False,True,True,False,True,False,True,False,True,False,False
1,6325.0,6325.0,6325.0,6325.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,True,False,True,False,False
0,10161.5,10161.5,10161.5,10161.5,1.0,True,False,True,False,True,False,False,True,False,True,False
2,5185.0,5185.0,5185.0,5185.0,1.0,False,True,False,True,True,False,True,False,False,True,False
2,9323.0,9323.0,9323.0,9323.0,1.0,False,True,False,True,True,False,False,True,True,False,False
1,3062.0,3062.0,3062.0,3062.0,0.0,False,True,True,False,True,False,True,False,False,False,True
0,2764.0,2764.0,2764.0,2764.0,1.0,True,False,True,False,True,False,False,False,False,False,True
0,4817.0,4817.0,4817.0,4817.0,1.0,False,True,False,True,True,False,True,False,False,False,True
3,8750.0,8750.0,8750.0,8750.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,4310.0,4310.0,4310.0,4310.0,5403.459283387622,False,True,False,True,True,False,True,False,False,True,False
0,3069.0,3069.0,3069.0,3069.0,1.0,False,True,True,False,True,False,True,False,False,False,True
2,5391.0,5391.0,5391.0,5391.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,3333.0,3333.0,3333.0,3333.0,1.0,False,True,False,True,True,False,False,False,False,True,False
0,5941.0,5941.0,5941.0,5941.0,1.0,False,True,True,False,True,False,True,False,False,True,False
0,6000.0,6000.0,6000.0,6000.0,1.0,True,False,True,False,True,False,True,False,False,False,True
0,7167.0,7167.0,7167.0,7167.0,1.0,False,True,True,False,True,False,False,True,False,False,True
2,4566.0,4566.0,4566.0,4566.0,1.0,False,True,False,True,True,False,True,False,False,False,True
1,3667.0,3667.0,3667.0,3667.0,1.0,False,True,True,False,True,False,False,False,False,False,True
0,2346.0,2346.0,2346.0,2346.0,1.0,False,True,True,False,False,True,True,False,False,True,False
0,3010.0,3010.0,3010.0,3010.0,0.0,False,True,False,True,False,True,True,False,False,False,True
0,2333.0,2333.0,2333.0,2333.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,5488.0,5488.0,5488.0,5488.0,1.0,False,True,False,True,True,False,True,False,True,False,False
3,9167.0,9167.0,9167.0,9167.0,1.0,False,True,True,False,True,False,True,False,True,False,False
3,9504.0,9504.0,9504.0,9504.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,2583.0,2583.0,2583.0,2583.0,5403.459283387622,False,True,False,True,True,False,True,False,False,False,True
2,1993.0,1993.0,1993.0,1993.0,1.0,False,True,False,True,False,True,True,False,False,True,False
2,3100.0,3100.0,3100.0,3100.0,1.0,False,True,False,True,True,False,True,False,False,False,True
2,3276.0,3276.0,3276.0,3276.0,5403.459283387622,False,True,False,True,True,False,True,False,False,True,False
0,3180.0,3180.0,3180.0,3180.0,0.0,True,False,True,False,True,False,True,False,False,False,True
0,3033.0,3033.0,3033.0,3033.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,3902.0,3902.0,3902.0,3902.0,1.0,False,True,True,False,False,True,True,False,True,False,False
0,1500.0,1500.0,1500.0,1500.0,0.0,True,False,True,False,True,False,True,False,False,True,False
2,2889.0,2889.0,2889.0,2889.0,0.0,False,True,False,True,False,True,True,False,False,False,True
0,2755.0,2755.0,2755.0,2755.0,1.0,False,True,True,False,False,True,True,False,True,False,False
0,2500.0,2500.0,2500.0,2500.0,1.0,False,True,True,False,True,False,True,False,False,True,False
0,1963.0,1963.0,1963.0,1963.0,1.0,True,False,True,False,False,True,True,False,False,True,False
0,7441.0,7441.0,7441.0,7441.0,1.0,True,False,True,False,True,False,False,True,True,False,False
0,4547.0,4547.0,4547.0,4547.0,1.0,True,False,True,False,True,False,True,False,False,True,False
0,2167.0,2167.0,2167.0,2167.0,1.0,False,True,False,True,False,True,True,False,False,False,True
0,2213.0,2213.0,2213.0,2213.0,1.0,True,False,True,False,False,True,True,False,True,False,False
1,8300.0,8300.0,8300.0,8300.0,0.0,False,True,False,True,True,False,True,False,False,True,False
3,10161.5,10161.5,10161.5,10161.5,0.0,False,True,False,True,True,False,True,False,True,False,False
1,3867.0,3867.0,3867.0,3867.0,1.0,True,False,True,False,False,True,False,True,False,True,False
0,6256.0,6256.0,6256.0,6256.0,5403.459283387622,False,True,False,True,True,False,False,False,False,False,True
0,6096.0,6096.0,6096.0,6096.0,0.0,False,True,False,True,False,True,True,False,True,False,False
0,2253.0,2253.0,2253.0,2253.0,1.0,False,True,False,True,False,True,True,False,True,False,False
0,2149.0,2149.0,2149.0,2149.0,0.0,True,False,False,True,False,True,True,False,False,True,False
0,2995.0,2995.0,2995.0,2995.0,1.0,True,False,True,False,True,False,True,False,False,False,True
1,2600.0,2600.0,2600.0,2600.0,1.0,True,False,True,False,True,False,True,False,False,False,True
2,1600.0,1600.0,1600.0,1600.0,1.0,False,True,False,True,True,False,False,True,False,False,True
0,1025.0,1025.0,1025.0,1025.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,3246.0,3246.0,3246.0,3246.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,5829.0,5829.0,5829.0,5829.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,2720.0,2720.0,2720.0,2720.0,0.0,True,False,True,False,False,True,True,False,False,False,True
0,1820.0,1820.0,1820.0,1820.0,1.0,False,True,False,True,True,False,True,False,False,False,True
1,7250.0,7250.0,7250.0,7250.0,0.0,False,True,False,True,True,False,True,False,False,False,True
0,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,True,False,False,True,False
0,2666.0,2666.0,2666.0,2666.0,1.0,False,True,False,True,True,False,True,False,True,False,False
1,4606.0,4606.0,4606.0,4606.0,1.0,True,False,True,False,False,True,True,False,True,False,False
2,5935.0,5935.0,5935.0,5935.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,2920.0,2920.0,2920.0,2920.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,2717.0,2717.0,2717.0,2717.0,1.0,False,True,True,False,False,True,True,False,False,False,True
1,8624.0,8624.0,8624.0,8624.0,1.0,True,False,True,False,True,False,False,True,False,True,False
0,6500.0,6500.0,6500.0,6500.0,0.0,False,True,True,False,True,False,True,False,True,False,False
0,10161.5,10161.5,10161.5,10161.5,1.0,False,True,True,False,True,False,False,False,False,True,False
0,2425.0,2425.0,2425.0,2425.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,3750.0,3750.0,3750.0,3750.0,1.0,False,True,True,False,True,False,True,False,False,False,True
0.0,10047.0,10047.0,10047.0,10047.0,1.0,True,False,False,False,True,False,True,False,False,True,False
0,1926.0,1926.0,1926.0,1926.0,1.0,False,True,True,False,True,False,True,False,False,True,False
0,2213.0,2213.0,2213.0,2213.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,10161.5,10161.5,10161.5,10161.5,0.0,False,True,True,False,True,False,False,True,False,False,True
0,7142.0,7142.0,7142.0,7142.0,1.0,True,False,False,True,False,True,False,True,True,False,False
0,3660.0,3660.0,3660.0,3660.0,1.0,False,True,True,False,True,False,True,False,False,True,False
0,7901.0,7901.0,7901.0,7901.0,1.0,False,True,False,True,True,False,True,False,True,False,False
3,4707.0,4707.0,4707.0,4707.0,1.0,False,True,True,False,False,True,True,False,False,True,False
1,10161.5,10161.5,10161.5,10161.5,1.0,False,True,True,False,True,False,True,False,False,True,False
0,7333.0,7333.0,7333.0,7333.0,5403.459283387622,False,True,False,True,True,False,True,False,True,False,False
1,3466.0,3466.0,3466.0,3466.0,1.0,False,True,False,True,True,False,False,True,True,False,False
2,4652.0,4652.0,4652.0,4652.0,1.0,False,True,False,True,False,True,True,False,True,False,False
0,3539.0,3539.0,3539.0,3539.0,1.0,False,True,False,True,True,False,False,False,True,False,False
2,3340.0,3340.0,3340.0,3340.0,0.0,False,True,False,True,True,False,True,False,True,False,False
1,2769.0,2769.0,2769.0,2769.0,5403.459283387622,False,True,True,False,False,True,False,True,False,True,False
2,2309.0,2309.0,2309.0,2309.0,0.0,False,True,False,True,False,True,True,False,True,False,False
2,1958.0,1958.0,1958.0,1958.0,5403.459283387622,False,True,False,True,False,True,True,False,False,False,True
0,3948.0,3948.0,3948.0,3948.0,0.0,False,True,False,True,True,False,True,False,True,False,False
0,2483.0,2483.0,2483.0,2483.0,0.0,False,True,False,True,True,False,True,False,True,False,False
0,7085.0,7085.0,7085.0,7085.0,1.0,False,True,True,False,True,False,False,True,False,True,False
2,3859.0,3859.0,3859.0,3859.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,4301.0,4301.0,4301.0,4301.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,3708.0,3708.0,3708.0,3708.0,1.0,False,True,False,True,True,False,True,False,False,False,True
2,4354.0,4354.0,4354.0,4354.0,1.0,False,True,True,False,True,False,True,False,True,False,False
0,8334.0,8334.0,8334.0,8334.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,2083.0,2083.0,2083.0,2083.0,5403.459283387622,False,False,False,True,True,False,False,True,False,True,False
3,7740.0,7740.0,7740.0,7740.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,3015.0,3015.0,3015.0,3015.0,1.0,False,True,False,True,True,False,True,False,True,False,False
1,5191.0,5191.0,5191.0,5191.0,1.0,True,False,True,False,False,True,False,False,False,True,False
0,4166.0,4166.0,4166.0,4166.0,0.0,False,True,True,False,True,False,True,False,False,True,False
0,6000.0,6000.0,6000.0,6000.0,1.0,False,True,True,False,True,False,True,False,True,False,False
3,2947.0,2947.0,2947.0,2947.0,0.0,False,True,False,True,False,True,True,False,False,False,True
0,10161.5,10161.5,10161.5,10161.5,1.0,False,False,False,True,True,False,True,False,False,True,False
2,210.0,210.0,210.0,210.0,1.0,True,False,False,True,False,True,False,False,False,True,False
0,4333.0,4333.0,4333.0,4333.0,1.0,False,True,False,True,True,False,True,False,False,False,True
1,3450.0,3450.0,3450.0,3450.0,1.0,False,True,False,True,True,False,False,True,False,True,False
1,2653.0,2653.0,2653.0,2653.0,0.0,False,True,False,True,False,True,True,False,True,False,False
3,4691.0,4691.0,4691.0,4691.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,2500.0,2500.0,2500.0,2500.0,5403.459283387622,True,False,True,False,True,False,False,True,False,False,True
2,5532.0,5532.0,5532.0,5532.0,1.0,False,True,True,False,True,False,True,False,True,False,False
2,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,False,True,True,False,False
2,6700.0,6700.0,6700.0,6700.0,1.0,False,True,False,True,True,False,True,False,False,True,False
2,2873.0,2873.0,2873.0,2873.0,0.0,False,False,False,True,True,False,True,False,False,True,False
1,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,False,True,False,True,False
2,2947.0,2947.0,2947.0,2947.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,4350.0,4350.0,4350.0,4350.0,1.0,True,False,True,False,False,True,True,False,True,False,False
3,3095.0,3095.0,3095.0,3095.0,1.0,False,True,False,True,False,True,True,False,True,False,False
0,2083.0,2083.0,2083.0,2083.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,True,False,False,True,False
2,8333.0,8333.0,8333.0,8333.0,1.0,False,True,False,True,True,False,True,False,False,True,False
1,1958.0,1958.0,1958.0,1958.0,1.0,False,True,False,True,False,True,True,False,True,False,False
2,3547.0,3547.0,3547.0,3547.0,0.0,False,True,True,False,True,False,True,False,True,False,False
1,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,True,False,False,False,True
2,4583.0,4583.0,4583.0,4583.0,1.0,False,True,False,True,True,False,False,True,False,True,False
0,2435.0,2435.0,2435.0,2435.0,1.0,False,True,True,False,True,False,True,False,False,False,True
0,2699.0,2699.0,2699.0,2699.0,5403.459283387622,False,True,True,False,False,True,True,False,False,True,False
1,5333.0,5333.0,5333.0,5333.0,5403.459283387622,False,True,False,True,False,True,True,False,False,False,True
0,3691.0,3691.0,3691.0,3691.0,1.0,False,True,True,False,False,True,True,False,True,False,False
0,10161.5,10161.5,10161.5,10161.5,1.0,True,False,True,False,False,True,False,True,False,True,False
0,3597.0,3597.0,3597.0,3597.0,0.0,False,True,False,True,True,False,True,False,True,False,False
1,3326.0,3326.0,3326.0,3326.0,1.0,True,False,False,True,True,False,True,False,False,True,False
0,2600.0,2600.0,2600.0,2600.0,1.0,False,True,False,True,False,True,True,False,True,False,False
0,4625.0,4625.0,4625.0,4625.0,5403.459283387622,False,True,False,True,True,False,True,False,False,False,True
1,2895.0,2895.0,2895.0,2895.0,1.0,False,True,False,True,True,False,False,True,False,True,False
0,6283.0,6283.0,6283.0,6283.0,0.0,False,True,True,False,True,False,True,False,True,False,False
0,645.0,645.0,645.0,645.0,1.0,True,False,True,False,True,False,True,False,True,False,False
0,3159.0,3159.0,3159.0,3159.0,1.0,True,False,True,False,True,False,True,False,False,True,False
2,4865.0,4865.0,4865.0,4865.0,1.0,False,True,False,True,True,False,True,False,False,True,False
1,4050.0,4050.0,4050.0,4050.0,5403.459283387622,False,True,False,True,False,True,True,False,True,False,False
0,3814.0,3814.0,3814.0,3814.0,1.0,False,True,False,True,False,True,True,False,False,True,False
2,3510.0,3510.0,3510.0,3510.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,10161.5,10161.5,10161.5,10161.5,5403.459283387622,False,True,False,True,True,False,True,False,False,False,True
0,3583.0,3583.0,3583.0,3583.0,1.0,False,False,True,False,True,False,True,False,False,False,True
0,2479.0,2479.0,2479.0,2479.0,1.0,False,True,False,True,True,False,False,True,False,False,True
1,10161.5,10161.5,10161.5,10161.5,1.0,True,False,True,False,True,False,True,False,False,False,True
0,3598.0,3598.0,3598.0,3598.0,1.0,False,True,True,False,False,True,True,False,True,False,False
1,6065.0,6065.0,6065.0,6065.0,1.0,False,True,False,True,True,False,True,False,False,True,False
2,3283.0,3283.0,3283.0,3283.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,2130.0,2130.0,2130.0,2130.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,5815.0,5815.0,5815.0,5815.0,1.0,False,True,True,False,True,False,True,False,True,False,False
3,3466.0,3466.0,3466.0,3466.0,1.0,False,True,False,True,True,False,True,False,True,False,False
2,2031.0,2031.0,2031.0,2031.0,1.0,True,False,False,True,True,False,True,False,False,True,False
0.0,3074.0,3074.0,3074.0,3074.0,0.0,False,True,False,True,False,True,True,False,False,True,False
0,4683.0,4683.0,4683.0,4683.0,1.0,False,True,True,False,True,False,True,False,False,True,False
0,3400.0,3400.0,3400.0,3400.0,1.0,True,False,True,False,False,True,True,False,True,False,False
2,2192.0,2192.0,2192.0,2192.0,1.0,False,True,False,True,False,True,True,False,False,True,False
0,2500.0,2500.0,2500.0,2500.0,1.0,False,True,True,False,True,False,True,False,False,True,False
3,5677.0,5677.0,5677.0,5677.0,1.0,False,True,False,True,True,False,False,True,True,False,False
2,7948.0,7948.0,7948.0,7948.0,1.0,False,True,False,True,True,False,False,True,True,False,False
0,4680.0,4680.0,4680.0,4680.0,1.0,False,True,True,False,True,False,True,False,False,True,False
2,10161.5,10161.5,10161.5,10161.5,1.0,False,True,False,True,True,False,False,True,True,False,False
0,3775.0,3775.0,3775.0,3775.0,1.0,False,True,False,True,True,False,True,False,False,True,False
1,5285.0,5285.0,5285.0,5285.0,0.0,False,True,False,True,False,True,True,False,False,True,False
1,2679.0,2679.0,2679.0,2679.0,1.0,False,True,True,False,False,True,True,False,False,True,False
0,6783.0,6783.0,6783.0,6783.0,1.0,False,True,True,False,False,True,True,False,False,True,False
0,1025.0,1025.0,1025.0,1025.0,5403.459283387622,False,True,False,True,True,False,True,False,True,False,False
3,4281.0,4281.0,4281.0,4281.0,1.0,False,True,False,True,True,False,True,False,False,False,True
2,3588.0,3588.0,3588.0,3588.0,0.0,False,True,True,False,True,False,True,False,True,False,False
1,10161.5,10161.5,10161.5,10161.5,5403.459283387622,False,True,True,False,True,False,True,False,False,True,False
0,10161.5,10161.5,10161.5,10161.5,1.0,True,False,True,False,False,True,False,True,False,False,True
0,2550.0,2550.0,2550.0,2550.0,1.0,False,True,True,False,False,True,False,False,True,False,False
0,6133.0,6133.0,6133.0,6133.0,1.0,False,True,False,True,True,False,True,False,False,False,True
2,3617.0,3617.0,3617.0,3617.0,1.0,False,True,True,False,True,False,True,False,False,True,False
0,2917.0,2917.0,2917.0,2917.0,1.0,False,True,False,True,False,True,True,False,True,False,False
3,6417.0,6417.0,6417.0,6417.0,1.0,False,True,False,True,True,False,True,False,True,False,False
1,4608.0,4608.0,4608.0,4608.0,1.0,True,False,False,True,True,False,True,False,False,True,False
0,2138.0,2138.0,2138.0,2138.0,0.0,True,False,True,False,True,False,True,False,False,True,False
1,3652.0,3652.0,3652.0,3652.0,1.0,True,False,True,False,True,False,False,False,False,True,False
1,2239.0,2239.0,2239.0,2239.0,1.0,False,True,False,True,False,True,True,False,False,False,True
0,3017.0,3017.0,3017.0,3017.0,5403.459283387622,True,False,False,True,False,True,True,False,False,True,False
0,2768.0,2768.0,2768.0,2768.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,3358.0,3358.0,3358.0,3358.0,1.0,False,True,True,False,False,True,True,False,False,True,False
0,2526.0,2526.0,2526.0,2526.0,1.0,False,True,True,False,True,False,True,False,True,False,False
0,5000.0,5000.0,5000.0,5000.0,0.0,True,False,True,False,True,False,True,False,False,True,False
0,2785.0,2785.0,2785.0,2785.0,1.0,False,True,False,True,True,False,True,False,True,False,False
2,6633.0,6633.0,6633.0,6633.0,0.0,False,True,False,True,True,False,False,True,True,False,False
1,2492.0,2492.0,2492.0,2492.0,1.0,False,True,False,True,False,True,True,False,True,False,False
1,3333.0,3333.0,3333.0,3333.0,1.0,False,True,False,True,True,False,True,False,False,False,True
0,2454.0,2454.0,2454.0,2454.0,0.0,False,True,False,True,False,True,True,False,False,False,True
0,3593.0,3593.0,3593.0,3593.0,0.0,False,True,False,True,True,False,True,False,True,False,False
1,5468.0,5468.0,5468.0,5468.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,2667.0,2667.0,2667.0,2667.0,5403.459283387622,True,False,True,False,True,False,True,False,False,False,True
3,10139.0,10139.0,10139.0,10139.0,1.0,False,True,False,True,True,False,False,True,False,True,False
0,3887.0,3887.0,3887.0,3887.0,1.0,False,True,False,True,True,False,True,False,False,True,False
0,4180.0,4180.0,4180.0,4180.0,1.0,True,False,False,True,True,False,True,False,False,True,False
2,3675.0,3675.0,3675.0,3675.0,1.0,False,True,False,True,False,True,True,False,False,True,False
1,10161.5,10161.5,10161.5,10161.5,1.0,True,False,False,True,True,False,False,True,False,True,False
0,5923.0,5923.0,5923.0,5923.0,1.0,False,True,False,True,True,False,True,False,True,False,False
0,5800.0,5800.0,5800.0,5800.0,1.0,False,True,True,False,False,True,False,True,False,True,False
2,8799.0,8799.0,8799.0,8799.0,0.0,False,True,False,True,True,False,True,False,False,False,True
0,4467.0,4467.0,4467.0,4467.0,5403.459283387622,False,True,False,True,False,True,True,False,True,False,False
0,3333.0,3333.0,3333.0,3333.0,1.0,False,True,True,False,True,False,True,False,False,False,True
3,3400.0,3400.0,3400.0,3400.0,0.0,False,True,False,True,True,False,True,False,True,False,False
0,2378.0,2378.0,2378.0,2378.0,1.0,True,False,True,False,True,False,True,False,False,False,True
